repo,sha,path,contract,netParams,legacyNetParams,controls,fileLicense,sha256,url,verification
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","kailh_mouse_rotary.js","params/body","[""A"",""B"",""C""]","[]","{""side"":""'F'""}","null","bb9c8567f2a67fb8819148653caf7730219fefe3c32e2d50605dbfe89d4ca3e0","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/kailh_mouse_rotary.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","kerf_bend_path.js","params/body","[]","[]","{}","null","708c60b0f45dd3ab671a37c1a052f5b19911fba1a254a06646cf84523e56ab65","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/kerf_bend_path.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","kerf_bend_path_mirrored.js","params/body","[]","[]","{}","null","59e06ab3604f9fce6f53b1f4f260791505eba557ece7826c101f16c9e452cc17","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/kerf_bend_path_mirrored.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","n_mosfet_sot23.js","params/body","[""G"",""S"",""D""]","[]","{""side"":""'B'""}","null","e88f542878c079a58e5a1ec7fac3fa7398f2531c4cd801d402d21013171ee18c","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/n_mosfet_sot23.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","siq_rotary.js","params/body","[""A"",""B"",""C"",""S""]","[]","{""side"":""'F'""}","null","9f657bed313a5266e5f4c78e2ac352e5adf4fa616d9205c5accdd25f41d5ac3c","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/siq_rotary.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","tl3342_reset_switch_smd.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","089e1cc1df8fd6f76999896df5d6a6282272e404ddd275f3afb103885c94798d","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/tl3342_reset_switch_smd.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","via_0603.js","params/body","[""net""]","[]","{}","null","8df7a7382d3ce1e8ed0eb2cae83e8ddc59a66dc1b828abdffdbe84f2593a47c8","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/via_0603.js","source inventory only; not runtime-qualified"
"AminKAli/ergogen_footprints","4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7","via_1005x11.js","params/body","[""net1"",""net2"",""net3"",""net4"",""net5"",""net6"",""net7"",""net8"",""net9"",""net10"",""net11""]","[]","{}","null","e5662aec0104e05034b0ef26c0fcb3d62a86cc6f411b3d0a2dbb76b61a345e62","https://github.com/AminKAli/ergogen_footprints/blob/4fc8c27e4e2ffb8594f6b7daa2306d8c59b8a2c7/via_1005x11.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","elite_c_rev4.js","params/body","[""GND"",""VCC"",""ST"",""D3"",""D1"",""D2"",""D0"",""D4"",""C6"",""D7"",""E6"",""B4"",""B5"",""B7"",""D5"",""C7"",""F1"",""F0"",""B6"",""B2"",""B3"",""B1"",""F7"",""F6"",""F5"",""F4"",""B0""]","[]","{}","null","682db25ea49ce3be53c4df64e013bd558a7871f27b769b6bb48c04fed313d7fe","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/elite_c_rev4.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","grub.js","params/body","[]","[]","{""side"":""'F'""}","null","6421f3038874682fe62231e62fe6ab1af87be96ca99abddb506a2628d0d9e4e1","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/grub.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","kings_idol.js","params/body","[]","[]","{""side"":""'F'""}","null","f71edc05047d213351ec307b482163b00f211a7378cc8df338ca05a67d3b4e5c","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/kings_idol.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","knight.js","params/body","[]","[]","{""side"":""'F'""}","null","ef1b9ac0045b285b4d1e668de6134318836e43b4ee1f1ed6315d9ca511ecf05d","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/knight.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","madeline.js","params/body","[]","[]","{""side"":""'F'""}","null","c29b1b5772050c9d157a84253820ecbb29676922ebd17f6f97ccd8e1ef937785","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/madeline.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_button.js","params/body","[""from"",""to""]","[]","{""side"":""'both'""}","null","a10c94296a985b549959ddff9a2ef46ad94c224d82f0ef75917e7fe64d79a010","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_button.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_choc-mx-hotswap.js","params/body","[""in"",""out"",""inout""]","[]","{}","null","8c51ffccbd485088fbf930cf7e01fb14d6dcc6ddfc5878c8accbf683c00b18cd","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_choc-mx-hotswap.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_diode.js","params/body","[""from"",""to""]","[]","{""side"":""'both'""}","null","8e462471e4604a0245b1293b8a495ae8551ce7609e11efd6af24b5ace3193268","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_diode.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_mountinghole.js","params/body","[]","[]","{}","null","dd6184ff3576907acb83db21e340d956598e37b3a834b170df225fb709796d7d","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_mountinghole.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_mx-prerouted.js","params/body","[""in"",""out"",""inout""]","[]","{}","null","d1c844569d1e8c14f1777c6717271cbac51bb9f7adfc376bbac0c1026dc0f652","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_mx-prerouted.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_nice-elite.js","params/body","[""B_PLUS"",""GND"",""RST"",""VCC"",""D21"",""D20"",""D19"",""D18"",""D15"",""D14"",""D16"",""D10"",""D1"",""D0"",""D2"",""D3"",""D4"",""D5"",""D6"",""D7"",""D8"",""D9"",""P1_01"",""P1_02"",""P1_07"",""E_F0"",""E_F1""]","[]","{""side"":""'both'""}","null","ae7c44fc7d62aba8afbe0fd1beae4ab8aaf7c4db0e11d02fcb46d421ca4e85b0","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_nice-elite.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_nice-nano.js","params/body","[""B_PLUS"",""GND"",""RST"",""VCC"",""D21"",""D20"",""D19"",""D18"",""D15"",""D14"",""D16"",""D10"",""D1"",""D0"",""D2"",""D3"",""D4"",""D5"",""D6"",""D7"",""D8"",""D9"",""P1_01"",""P1_02"",""P1_07""]","[]","{""side"":""'both'""}","null","60c028ef4d7c9cec46bd8308e12af8d3cc7ab56b7e76a515633715d5c3e8fc9b","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_nice-nano.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_promicro.js","params/body","[""RAW"",""GND"",""RST"",""VCC"",""F4"",""F5"",""F6"",""F7"",""B1"",""B3"",""B2"",""B6"",""D3"",""D2"",""D1"",""D0"",""D4"",""C6"",""D7"",""E6"",""B4"",""B5""]","[]","{""side"":""'both'""}","null","b9c7d91c0722b5eea58487020acef126738ad4baee5632087a5e47bbc018dec2","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_promicro.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_resistor.js","params/body","[""from"",""to""]","[]","{}","null","adc21673b118109525daf174b917d9be428617ee7cb3bc6e26b2087f2af71473","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_resistor.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_scrollwheel.js","params/body","[""from"",""to"",""A"",""B"",""C"",""D""]","[]","{}","null","ed6c14b90727d76830076fd1d0d872aee9f3a5774b72edd6214fa322d2e0cfdd","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_scrollwheel.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_switch.js","params/body","[""A"",""B"",""C"",""X"",""Y"",""Z""]","[]","{""side"":""'F'""}","null","2cc8212debd053b238295453d5bb461541cfa672b9ad60456a7fa775c878b467","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_switch.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_threeway_jumper.js","params/body","[""from"",""to_a"",""to_b""]","[]","{""side"":""'F'""}","null","599da9503af764185063f367947ffe27b3f691ce722ab6a0953bec2cf76021c7","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_threeway_jumper.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_tps65.js","params/body","[""rdy"",""nrst"",""gnd"",""v_in"",""scl"",""sda""]","[]","{""side"":""'F'""}","null","39d396c45862bb2c33e580043830d97ce30e812e4b94a95ee985f35482d09109","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_tps65.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_trrs.js","params/body","[""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","74481a87c7a7a4d10c53c77eb100bdcc251122acb74851b9a1e7570d3467bb0d","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_trrs.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_version.js","params/body","[]","[]","{""side"":""'F'""}","null","0b05bad8d689f3baf51c190afb9474525cb3774978ad88869ae967431f81f9c4","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_version.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","my_ws2812.js","params/body","[""VCC"",""dout"",""GND"",""din""]","[]","{}","null","bead931f6c7f2114867e787ec5175bb036dd10ba7899b076d057c17f8f3b0719","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/my_ws2812.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","shadow.js","params/body","[]","[]","{""side"":""'F'""}","null","925c42b9520aecb4de04c10253e4f0034efbee8f6a4b1a8312d5b3bf28cab3b0","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/shadow.js","source inventory only; not runtime-qualified"
"arrowtip/ergogen_footprints","43d5965ddf7309cd5b72e2fb5b493e066631f958","winged-berry.js","params/body","[]","[]","{""side"":""'F'""}","null","fabceb33fddda9db62aef674e468a0944511817125774beb8b7ab40a4dfd4a4b","https://github.com/arrowtip/ergogen_footprints/blob/43d5965ddf7309cd5b72e2fb5b493e066631f958/winged-berry.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","Alps-EC10E1220501.js","params/body","[""P1"",""P2"",""P3"",""P4""]","[]","{}","null","bdf007703668f8566c2401d923c93a358260619800067c1a665c9419f4b39343","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/Alps-EC10E1220501.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CDiscD38W26P25.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","bb76b5b62a8a307575045147d53cf53a1c58e59f275d52479424b99b1fbd2adb","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CDiscD38W26P25.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CDiscD47W25P5.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","5a6dd01246d2d709360eea3cdf747729b0833fb20f22369e65df815977f8fbed","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CDiscD47W25P5.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CRadialD63H11P25.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","2e5418d6bb62a651d0fd6e81f49807bfabd493e71fb7c5cb6921e008691866ba","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CRadialD63H11P25.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CSMD_0805_2012Metric.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","a50bb0aeb2e82cb2a43ca5a25bc12a9fa27036b159d3385636ecba3058626b74","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CSMD_0805_2012Metric.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CSMD_1206_3216Metric.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","b500d687f1eed2964c9ce5448da06f50cedb61b5dd40ced6819318faf6d198a7","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CSMD_1206_3216Metric.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","CSMD_D63xL77.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","6ba52050753ba66ea9e8459fc8a412ac6e8fe6412a11d1733d9ea1902d1354dc","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/CSMD_D63xL77.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","DIP16W762.js","params/body","[""p01"",""p02"",""p03"",""p04"",""p05"",""p06"",""p07"",""p08"",""p09"",""p10"",""p11"",""p12"",""p13"",""p14"",""p15"",""p16""]","[]","{""side"":""'F'""}","null","bffac31fb7662cb7bebbca78588ddd10305daf5404694c277c68c1b78cad2810","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/DIP16W762.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","DSMD_1206_3216Metric.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","ed5d3cd7c10652b13057cae9e8ffe38d2704a6eaf81f2aff31201243d62907ad","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/DSMD_1206_3216Metric.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","Keebio-I2C_Breakout.js","params/body","[""P1"",""P2"",""P3"",""P4""]","[]","{}","null","c14c47f81ffd291db2f6d2e0efc7c2d0f328a544896be06d0a7b74111c4f33b7","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/Keebio-I2C_Breakout.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","KiCad-Logo5Copper.js","params/body","[]","[]","{""side"":""'F'""}","null","adf2a56dff5a37688d0b6be6d64779bd512f800ad13cc3ed3002a26d6605026a","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/KiCad-Logo5Copper.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","MX_Stabilizer_Cutout-2u.js","params/body","[]","[]","{""side"":""'F'""}","null","c42a1f44aaf78b602256cbaef3f8934fd20148a802b2862f0bc5518f4541d8f2","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/MX_Stabilizer_Cutout-2u.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","OSHW-Symbol67x6Copper.js","params/body","[]","[]","{""side"":""'F'""}","null","0c3b6eba5f331a8c573e23b14d145112d39f5062a065191f864fa1b35c6b598f","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/OSHW-Symbol67x6Copper.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","RAxialL6D25P10H.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","4fbd547527e826479b7938c4994541be03ac3329ce08d6b00c8117ca09060ee7","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/RAxialL6D25P10H.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","SWPUSH6H43.js","params/body","[""P1"",""P2""]","[]","{""side"":""'F'""}","null","4e505b6a0c8a8341c75490f4ee386edad47a52b64aea1b101e20aab1144651e8","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/SWPUSH6H43.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ScottoKeebs-Arduino_Pro_Micro.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22"",""P23"",""P24""]","[]","{}","null","e054b71c023a154206b17c37d1cd745baeeadec94e6aec18b6ff2926e3ad3756","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ScottoKeebs-Arduino_Pro_Micro.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ScottoKeebs-Diode_DO-35.js","params/body","[""from"",""to""]","[]","{""side"":""'F'""}","null","5d13e0883583f5060c06bfc962b844c7da6c678615b57af635a9598df5277345","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ScottoKeebs-Diode_DO-35.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ScottoKeebs-RP2040_Pro_Micro.js","params/body","[""P1"",""P2"",""P3"",""P4"",""P5"",""P6"",""P7"",""P8"",""P9"",""P10"",""P11"",""P12"",""P13"",""P14"",""P15"",""P16"",""P17"",""P18"",""P19"",""P20"",""P21"",""P22"",""P23"",""P24"",""P25"",""P26"",""P27"",""P28"",""P29"",""P30"",""P31""]","[]","{}","null","ec8d10528b22514a1baaa11628900f7ba3507c7c281a9ef70da10a6ebad57434","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ScottoKeebs-RP2040_Pro_Micro.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ScottoKeebs-Stabilizer_MX_2u.js","params/body","[]","[]","{""side"":""'F'""}","null","0c6e507257f949995591f963d795a2f5820a99558198bf6cea788c768d61234a","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ScottoKeebs-Stabilizer_MX_2u.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","Symbol_Danger_Copper_Small.js","params/body","[]","[]","{""side"":""'F'""}","null","cd86babdde20d0ff0db463119737dca7679188ab92736cd280f9025c7162a78d","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/Symbol_Danger_Copper_Small.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","USB_C_Receptacle_GCT_USB4085.js","params/body","[""A1"",""A4"",""A5"",""A6"",""A7"",""A8"",""A9"",""A12"",""B9"",""B7"",""B8"",""B12"",""B5"",""B4"",""B1"",""B6"",""S1""]","[]","{""side"":""'F'""}","null","c82eaad31c57d8fd140cc7208578a43dc670e11547ff619c173dbae1fb2ad17e","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/USB_C_Receptacle_GCT_USB4085.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ec11.js","params/body","[""from"",""to"",""A"",""B"",""C""]","[]","{}","null","243d6d73278a5423218e0ea056a2da2f6a19202adb33dc494cdbaf2c755e9897","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ec11.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","ergogen.js","params/body","[]","[]","{""side"":""'F'""}","null","16cbb1258187056a836daeba422841f0b91544ce8b6b78762b7f17b858c3562f","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/ergogen.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","evqwgd001.js","params/body","[""from"",""to"",""A"",""B"",""C"",""D""]","[]","{""reverse"":""false""}","null","7879b8a924d301d4d625c9668ad80636ec43ff3020782a7c48dc326d3ceec25b","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/evqwgd001.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","key-module.js","params/body","[""name"",""colnet"",""rownet"",""led_this"",""led_next"",""power"",""gnd""]","[]","{}","null","c3572c19cdf9b7ec31819f69f9a3bcbf8d383e7bcb42dcc94219eade6dba4cdf","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/key-module.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","led_sk6803mini-e.js","params/body","[""P3"",""P4"",""P1"",""P2""]","[]","{""side"":""'B'"",""reversible"":""false"",""reverse_mount"":""true"",""include_traces_vias"":""true""}","MIT","1d157b1879f8c6abacc84ffccafbc007a2e63cd9cca9f9b2f8bdeb1086c9a355","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/led_sk6803mini-e.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","led_sk6812mini-e.js","params/body","[""P1"",""P2"",""P3"",""P4""]","[]","{""side"":""'B'"",""reversible"":""false"",""reverse_mount"":""true"",""include_traces_vias"":""true""}","MIT","9671828675db3b56e13b843571333aa7f1888375df47b655096b308bea59ca1f","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/led_sk6812mini-e.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","mountinghole.js","legacy nets+params","[]","[""net""]","{""side"":""'F'""}","null","9efdc5570e3509120e22a372bbb2c437e71d9b56bec446f02e23b87a932684c4","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/mountinghole.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","mx.js","params/body","[""from"",""to""]","[]","{""hotswap"":""false"",""reverse"":""false""}","null","68e6f90a471a04aeeefbd9c213267c83e982d9e398ad687da8fdcff09064b272","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/mx.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","roc.js","params/body","[]","[]","{""side"":""'F'"",""reversible"":""false""}","null","a3e2b6dcdd7b8d886a3343e6792a9d625e0b964f503b3529894b475dd467fcaa","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/roc.js","source inventory only; not runtime-qualified"
"dieseltravis/ergogen-footprints-travis","df3c65141193792656b296784576ef918283c09b","switch_mx.js","params/body","[""from"",""to"",""CENTERHOLE"",""LEFTSTAB"",""RIGHTSTAB""]","[]","{""side"":""'B'"",""reversible"":""false"",""hotswap"":""true"",""hotswap_pads_same_side"":""false"",""include_traces_vias"":""true"",""solder"":""false""}","MIT","2a2da293ce52f49b24e8f0f19889d071e940f05d800902a427e0990b79c9c25b","https://github.com/dieseltravis/ergogen-footprints-travis/blob/df3c65141193792656b296784576ef918283c09b/switch_mx.js","source inventory only; not runtime-qualified"
